Account,Influence Score,Total Impressions,Total Engagements,Human Followers,Bot Followers,Tweets,Avg Tweet Quality,Avg Engagement Rate,Tweet Probability,Popularity Multiplier,DoNotUse
8,4.449,998858,69664,2789,183,517,0.507,0.070,0.490,1.031,
9,0.387,450253,6060,1364,132,385,0.474,0.014,0.408,1.023,
10,0.530,3439452,8296,9507,275,680,0.434,0.003,0.634,1.112,
1,18.291,2943056,200683,7615,366,658,0.409,0.068,0.706,1.083,
2,1.860,2288980,20410,6706,688,421,0.600,0.009,0.424,1.073,
3,18.590,4432527,203971,13307,976,452,0.465,0.046,0.475,1.139,
4,4.473,2385110,49073,6525,383,516,0.488,0.021,0.574,1.061,
5,2.872,2836328,31513,8035,774,442,0.607,0.011,0.481,1.093,
6,0.734,941168,8049,2746,356,382,0.582,0.009,0.425,1.038,
7,20.027,4414469,219731,13048,684,508,0.599,0.050,0.572,1.135,
8,20.998,3251995,230381,8673,702,538,0.349,0.071,0.540,1.094,
9,11.491,3200961,126072,9545,852,455,0.504,0.039,0.455,1.099,
10,0.665,13213598,7296,39018,988,630,0.620,0.001,0.700,1.414,
1,6.251,2738323,112365,7627,256,626,0.641,0.041,0.556,1.077,
2,6.748,3079940,121297,9259,653,438,0.602,0.039,0.442,1.099,
3,1.472,777953,26464,2244,170,475,0.484,0.034,0.446,1.042,
4,0.357,1507718,6422,4430,508,416,0.460,0.004,0.409,1.041,
5,9.747,1409948,175201,4069,521,411,0.315,0.124,0.390,1.061,
6,5.588,2918567,100440,8847,892,391,0.537,0.034,0.401,1.103,
7,48.956,13364949,879981,39784,624,743,0.540,0.066,0.708,1.428,
8,1.899,584758,34142,1758,164,417,0.411,0.059,0.399,1.024,
9,4.623,7226417,83100,20688,964,553,0.573,0.012,0.500,1.221,
10,14.359,2913697,258096,8516,396,533,0.557,0.089,0.524,1.094,
1,5.057,3214025,90014,8628,696,539,0.389,0.028,0.547,1.097,
2,2.319,1894174,41271,5673,827,372,0.407,0.022,0.408,1.066,
3,2.099,1736031,37354,5524,171,500,0.595,0.022,0.478,1.069,
4,15.026,4265775,267447,12820,928,449,0.611,0.063,0.455,1.146,
5,58.435,5258613,1040073,14466,570,627,0.424,0.198,0.640,1.134,
6,1.552,362548,27620,1024,169,368,0.374,0.077,0.395,1.018,
7,9.826,3744267,174884,11076,558,505,0.590,0.047,0.506,1.127,
8,1.867,2149003,33238,5704,408,563,0.410,0.016,0.569,1.056,
9,2.721,4686144,48432,12978,463,632,0.479,0.010,0.636,1.133,
10,1.099,2103207,19554,6004,627,450,0.451,0.009,0.495,1.066,
1,22.976,14235796,373354,42029,674,708,0.556,0.026,0.732,1.409,
2,0.758,2822544,12315,8603,840,397,0.535,0.004,0.405,1.097,
3,2.080,223511,33795,735,25,413,0.486,0.152,0.442,1.016,
4,2.979,1161001,48408,3092,119,644,0.417,0.042,0.658,1.043,
5,0.687,728460,11156,2232,295,330,0.587,0.016,0.328,1.023,
6,4.236,4824607,68833,13107,597,645,0.514,0.014,0.654,1.150,
7,1.277,1115745,20746,3270,753,318,0.301,0.019,0.341,1.040,
8,15.825,8435447,257158,26046,557,611,0.708,0.031,0.613,1.269,
9,2.991,325576,48608,960,73,433,0.496,0.150,0.436,1.018,
10,46.191,4281446,750591,12634,788,506,0.477,0.175,0.506,1.134,
1,7.855,6004013,92637,16691,821,575,0.407,0.015,0.512,1.159,
2,19.034,6111657,224479,17482,889,579,0.427,0.037,0.514,1.195,
3,22.956,3727166,270731,10770,800,509,0.462,0.073,0.454,1.121,
4,28.211,2078354,332697,5145,386,617,0.233,0.160,0.556,1.056,
5,11.924,1064246,140625,3277,822,270,0.603,0.132,0.247,1.039,
6,1.284,6524140,15146,16709,748,696,0.444,0.002,0.639,1.183,
7,0.080,315262,939,866,34,503,0.475,0.004,0.443,1.020,
8,5.600,2123609,66045,6029,424,526,0.381,0.031,0.467,1.078,
9,1.485,1667332,17509,4944,762,355,0.534,0.011,0.307,1.056,
10,1.571,2700318,18525,8253,993,370,0.655,0.007,0.344,1.085,
1,24.814,4460628,303198,13128,689,524,0.452,0.068,0.526,1.145,
2,2.024,1970255,24737,5759,348,492,0.586,0.013,0.509,1.068,
3,10.669,4724448,130368,13194,630,613,0.433,0.028,0.632,1.154,
4,32.996,3166371,403169,9442,985,433,0.414,0.127,0.444,1.099,
5,3.045,2414650,37208,6761,781,440,0.335,0.016,0.452,1.082,
6,4.921,1257323,60127,3488,203,525,0.568,0.048,0.556,1.050,
7,14.085,6417097,172097,19357,963,513,0.644,0.027,0.531,1.211,
8,0.713,1155957,8707,3455,247,468,0.460,0.008,0.467,1.051,
9,6.674,1727469,81545,5037,300,481,0.648,0.047,0.509,1.053,
10,0.059,2175291,727,6604,269,517,0.649,0.000,0.563,1.076,
1,7.323,2315472,54244,6331,677,472,0.284,0.024,0.500,1.064,
2,5.626,957456,41670,2800,170,456,0.608,0.044,0.482,1.034,
3,1.341,283371,9936,931,13,467,0.472,0.036,0.480,1.021,
4,8.711,3367018,64523,10050,432,516,0.637,0.019,0.551,1.108,
5,8.046,5127467,59595,15274,653,530,0.601,0.012,0.581,1.157,
6,13.663,3952472,101202,11835,681,509,0.576,0.026,0.534,1.116,
7,1.399,650458,10360,1839,171,453,0.404,0.016,0.483,1.027,
8,31.372,2362377,232368,6452,789,477,0.328,0.098,0.473,1.067,
9,12.625,2395767,93512,6242,621,533,0.370,0.039,0.577,1.074,
10,9.893,9573363,73277,28996,989,588,0.509,0.008,0.627,1.303,
1,8.354,6200187,267928,16972,973,556,0.421,0.043,0.498,1.169,
2,17.343,4744687,556191,13218,655,585,0.581,0.117,0.518,1.132,
3,3.423,691915,109778,2087,271,349,0.460,0.159,0.317,1.024,
4,3.846,8208645,123351,23903,558,668,0.650,0.015,0.567,1.255,
5,0.897,1520303,28762,4148,861,369,0.327,0.019,0.334,1.044,
6,1.070,898227,34305,2834,906,241,0.389,0.038,0.188,1.047,
7,4.780,6301115,153311,17762,631,603,0.545,0.024,0.516,1.183,
8,1.562,1518436,50107,4266,206,553,0.570,0.033,0.487,1.044,
9,3.468,934447,111233,2772,210,431,0.611,0.119,0.410,1.043,
10,55.256,11240406,1772091,33099,921,648,0.576,0.158,0.565,1.313,
1,0.434,3106013,4210,9343,467,527,0.549,0.001,0.505,1.095,
2,25.435,2808755,246994,7992,823,458,0.500,0.088,0.477,1.083,
3,13.752,2316774,133539,6462,501,476,0.670,0.058,0.507,1.078,
4,1.738,2350824,16875,6915,343,507,0.576,0.007,0.519,1.068,
5,0.104,3013627,1011,9145,783,440,0.469,0.000,0.424,1.079,
6,0.843,2833843,8187,8260,669,441,0.515,0.003,0.444,1.087,
7,5.668,3330008,55044,9338,718,531,0.304,0.017,0.538,1.092,
8,45.136,4300767,438298,13122,766,461,0.624,0.102,0.483,1.147,
9,1.104,2515363,10721,6850,484,545,0.454,0.004,0.581,1.078,
10,5.786,4772698,56189,13939,401,614,0.542,0.012,0.635,1.146,
1,0.178,260352,900,879,169,269,0.408,0.004,0.329,1.016,
2,36.191,6247499,182703,18590,678,545,0.702,0.029,0.587,1.185,
3,2.502,828981,12633,2281,163,506,0.526,0.016,0.517,1.030,
4,0.808,1496513,4080,4034,252,573,0.314,0.003,0.626,1.053,
5,1.989,883188,10039,2373,98,570,0.497,0.012,0.607,1.033,
6,9.206,1389255,46475,3777,117,571,0.666,0.034,0.592,1.042,
7,10.864,4259488,54845,12808,968,455,0.612,0.013,0.476,1.146,
8,21.653,4692094,109310,13638,980,497,0.478,0.023,0.535,1.129,
9,15.785,2151460,79688,6515,503,437,0.561,0.037,0.440,1.069,
10,0.824,2127304,4161,5607,332,579,0.454,0.002,0.607,1.069,
1,48.546,6030798,1302676,16588,562,662,0.460,0.216,0.607,1.167,
2,3.170,257037,85051,818,103,339,0.379,0.332,0.315,1.016,
3,0.472,1760247,12678,5251,565,414,0.492,0.007,0.422,1.062,
4,0.065,185576,1753,587,54,325,0.362,0.010,0.316,1.015,
5,24.659,1535498,661698,4306,628,404,0.397,0.431,0.388,1.051,
6,1.585,566480,42525,1727,92,422,0.683,0.075,0.386,1.027,
7,4.148,4700402,111297,12752,384,668,0.491,0.024,0.592,1.133,
8,0.484,7474426,12995,22965,671,578,0.636,0.002,0.513,1.242,
9,12.159,4280586,326265,12196,346,653,0.632,0.076,0.595,1.135,
10,4.712,4709249,126441,13987,683,538,0.481,0.027,0.488,1.155,
